Hour,price
1025,0.094
1026,0.132
1027,0.132
1028,0.065
1029,0.065
1030,0.065
1031,0.065
1032,0.065
1033,0.065
1034,0.065
1035,0.065
1036,0.065
1037,0.065
1038,0.065
1039,0.065
1040,0.065
1041,0.065
1042,0.065
1043,0.065
1044,0.065
1045,0.065
1046,0.065
1047,0.065
1048,0.065
1049,0.065
1050,0.065
1051,0.065
1052,0.065
1053,0.065
1054,0.065
1055,0.065
1056,0.065
1057,0.065
1058,0.065
1059,0.065
1060,0.065
1061,0.065
1062,0.065
1063,0.065
1064,0.065
1065,0.065
1066,0.065
1067,0.065
1068,0.065
1069,0.065
1070,0.065
1071,0.065
1072,0.065
1073,0.065
1074,0.065
1075,0.065
1076,0.065
1077,0.065
1078,0.065
1079,0.065
1080,0.065
1081,0.065
1082,0.065
1083,0.065
1084,0.065
1085,0.065
1086,0.065
1087,0.065
1088,0.132
1089,0.132
1090,0.132
1091,0.132
1092,0.094
1093,0.094
1094,0.094
1095,0.094
1096,0.094
1097,0.094
1098,0.132
1099,0.132
1100,0.065
1101,0.065
1102,0.065
1103,0.065
1104,0.065
1105,0.065
1106,0.065
1107,0.065
1108,0.065
1109,0.065
1110,0.065
1111,0.065
1112,0.132
1113,0.132
1114,0.132
1115,0.132
1116,0.094
1117,0.094
1118,0.094
1119,0.094
1120,0.094
1121,0.094
1122,0.132
1123,0.132
1124,0.065
1125,0.065
1126,0.065
1127,0.065
1128,0.065
1129,0.065
1130,0.065
1131,0.065
1132,0.065
1133,0.065
1134,0.065
1135,0.065
1136,0.132
1137,0.132
1138,0.132
1139,0.132
1140,0.094
1141,0.094
1142,0.094
1143,0.094
1144,0.094
1145,0.094
1146,0.132
1147,0.132
1148,0.065
1149,0.065
1150,0.065
1151,0.065
1152,0.065
1153,0.065
1154,0.065
1155,0.065
1156,0.065
1157,0.065
1158,0.065
1159,0.065
1160,0.132
1161,0.132
1162,0.132
1163,0.132
1164,0.094
1165,0.094
1166,0.094
1167,0.094
1168,0.094
1169,0.094
1170,0.132
1171,0.132
1172,0.065
1173,0.065
1174,0.065
1175,0.065
1176,0.065
1177,0.065
1178,0.065
1179,0.065
1180,0.065
1181,0.065
1182,0.065
1183,0.065
1184,0.132
1185,0.132
1186,0.132
1187,0.132
1188,0.094
1189,0.094
1190,0.094
1191,0.094
1192,0.094
1193,0.094
1194,0.132
1195,0.132
1196,0.065
1197,0.065
1198,0.065
1199,0.065
1200,0.065
1201,0.065
1202,0.065
1203,0.065
1204,0.065
1205,0.065
1206,0.065
1207,0.065
1208,0.065
1209,0.065
1210,0.065
1211,0.065
1212,0.065
1213,0.065
1214,0.065
1215,0.065
1216,0.065
1217,0.065
1218,0.065
1219,0.065
1220,0.065
1221,0.065
1222,0.065
1223,0.065
1224,0.065
1225,0.065
1226,0.065
1227,0.065
1228,0.065
1229,0.065
1230,0.065
1231,0.065
1232,0.065
1233,0.065
1234,0.065
1235,0.065
1236,0.065
1237,0.065
1238,0.065
1239,0.065
1240,0.065
1241,0.065
1242,0.065
1243,0.065
1244,0.065
1245,0.065
1246,0.065
1247,0.065
1248,0.065
1249,0.065
1250,0.065
1251,0.065
1252,0.065
1253,0.065
1254,0.065
1255,0.065
1256,0.132
1257,0.132
1258,0.132
1259,0.132
1260,0.094
1261,0.094
1262,0.094
1263,0.094
1264,0.094
1265,0.094
1266,0.132
1267,0.132
1268,0.065
1269,0.065
1270,0.065
1271,0.065
1272,0.065
1273,0.065
1274,0.065
1275,0.065
1276,0.065
1277,0.065
1278,0.065
1279,0.065
1280,0.132
1281,0.132
1282,0.132
1283,0.132
1284,0.094
1285,0.094
1286,0.094
1287,0.094
1288,0.094
1289,0.094
1290,0.132
1291,0.132
1292,0.065
1293,0.065
1294,0.065
1295,0.065
1296,0.065
1297,0.065
1298,0.065
1299,0.065
1300,0.065
1301,0.065
1302,0.065
1303,0.065
1304,0.132
1305,0.132
1306,0.132
1307,0.132
1308,0.094
1309,0.094
1310,0.094
1311,0.094
1312,0.094
1313,0.094
1314,0.132
1315,0.132
1316,0.065
1317,0.065
1318,0.065
1319,0.065
1320,0.065
1321,0.065
1322,0.065
1323,0.065
1324,0.065
1325,0.065
1326,0.065
1327,0.065
1328,0.132
1329,0.132
1330,0.132
1331,0.132
1332,0.094
1333,0.094
1334,0.094
1335,0.094
1336,0.094
1337,0.094
1338,0.132
1339,0.132
1340,0.065
1341,0.065
1342,0.065
1343,0.065
1344,0.065
1345,0.065
1346,0.065
1347,0.065
1348,0.065
1349,0.065
1350,0.065
1351,0.065
1352,0.132
1353,0.132
1354,0.132
1355,0.132
1356,0.094
1357,0.094
1358,0.094
1359,0.094
1360,0.094
1361,0.094
1362,0.132
1363,0.132
1364,0.065
1365,0.065
1366,0.065
1367,0.065
1368,0.065
1369,0.065
1370,0.065
1371,0.065
1372,0.065
1373,0.065
1374,0.065
1375,0.065
1376,0.065
1377,0.065
1378,0.065
1379,0.065
1380,0.065
1381,0.065
1382,0.065
1383,0.065
1384,0.065
1385,0.065
1386,0.065
1387,0.065
1388,0.065
1389,0.065
1390,0.065
1391,0.065
1392,0.065
1393,0.065
1394,0.065
1395,0.065
1396,0.065
1397,0.065
1398,0.065
1399,0.065
1400,0.065
1401,0.065
1402,0.065
1403,0.065
1404,0.065
1405,0.065
1406,0.065
1407,0.065
1408,0.065
1409,0.065
1410,0.065
1411,0.065
1412,0.065
1413,0.065
1414,0.065
1415,0.065
1416,0.065
1417,0.065
1418,0.065
1419,0.065
1420,0.065
1421,0.065
1422,0.065
1423,0.065
1424,0.132
1425,0.132
1426,0.132
1427,0.132
1428,0.094
1429,0.094
1430,0.094
1431,0.094
1432,0.094
1433,0.094
1434,0.132
1435,0.132
1436,0.065
1437,0.065
1438,0.065
1439,0.065
1440,0.065
1441,0.065
1442,0.065
1443,0.065
1444,0.065
1445,0.065
1446,0.065
1447,0.065
1448,0.132
1449,0.132
1450,0.132
1451,0.132
1452,0.094
1453,0.094
1454,0.094
1455,0.094
1456,0.094
1457,0.094
1458,0.132
1459,0.132
1460,0.065
1461,0.065
1462,0.065
1463,0.065
1464,0.065
1465,0.065
1466,0.065
1467,0.065
1468,0.065
1469,0.065
1470,0.065
1471,0.065
1472,0.132
1473,0.132
1474,0.132
1475,0.132
1476,0.094
1477,0.094
1478,0.094
1479,0.094
1480,0.094
1481,0.094
1482,0.132
1483,0.132
1484,0.065
1485,0.065
1486,0.065
1487,0.065
1488,0.065
1489,0.065
1490,0.065
1491,0.065
1492,0.065
1493,0.065
1494,0.065
1495,0.065
1496,0.132
1497,0.132
1498,0.132
1499,0.132
1500,0.094
1501,0.094
1502,0.094
1503,0.094
1504,0.094
1505,0.094
1506,0.132
1507,0.132
1508,0.065
1509,0.065
1510,0.065
1511,0.065
1512,0.065
1513,0.065
1514,0.065
1515,0.065
1516,0.065
1517,0.065
1518,0.065
1519,0.065
1520,0.132
1521,0.132
1522,0.132
1523,0.132
1524,0.094
1525,0.094
1526,0.094
1527,0.094
1528,0.094
1529,0.094
1530,0.132
1531,0.132
1532,0.065
1533,0.065
1534,0.065
1535,0.065
1536,0.065
1537,0.065
1538,0.065
1539,0.065
1540,0.065
1541,0.065
1542,0.065
1543,0.065
1544,0.065
1545,0.065
1546,0.065
1547,0.065
1548,0.065
1549,0.065
1550,0.065
1551,0.065
1552,0.065
1553,0.065
1554,0.065
1555,0.065
1556,0.065
1557,0.065
1558,0.065
1559,0.065
1560,0.065
1561,0.065
1562,0.065
1563,0.065
1564,0.065
1565,0.065
1566,0.065
1567,0.065
1568,0.065
1569,0.065
1570,0.065
1571,0.065
1572,0.065
1573,0.065
1574,0.065
1575,0.065
1576,0.065
1577,0.065
1578,0.065
1579,0.065
1580,0.065
1581,0.065
1582,0.065
1583,0.065
1584,0.065
1585,0.065
1586,0.065
1587,0.065
1588,0.065
1589,0.065
1590,0.065
1591,0.065
1592,0.132
1593,0.132
1594,0.132
1595,0.132
1596,0.094
1597,0.094
1598,0.094
1599,0.094
1600,0.094
1601,0.094
1602,0.132
1603,0.132
1604,0.065
1605,0.065
1606,0.065
1607,0.065
1608,0.065
1609,0.065
1610,0.065
1611,0.065
1612,0.065
1613,0.065
1614,0.065
1615,0.065
1616,0.132
1617,0.132
1618,0.132
1619,0.132
1620,0.094
1621,0.094
1622,0.094
1623,0.094
1624,0.094
1625,0.094
1626,0.132
1627,0.132
1628,0.065
1629,0.065
1630,0.065
1631,0.065
1632,0.065
1633,0.065
1634,0.065
1635,0.065
1636,0.065
1637,0.065
1638,0.065
1639,0.065
1640,0.132
1641,0.132
1642,0.132
1643,0.132
1644,0.094
1645,0.094
1646,0.094
1647,0.094
1648,0.094
1649,0.094
1650,0.132
1651,0.132
1652,0.065
1653,0.065
1654,0.065
1655,0.065
1656,0.065
1657,0.065
1658,0.065
1659,0.065
1660,0.065
1661,0.065
1662,0.065
1663,0.065
1664,0.132
1665,0.132
1666,0.132
1667,0.132
1668,0.094
1669,0.094
1670,0.094
1671,0.094
1672,0.094
1673,0.094
1674,0.132
1675,0.132
1676,0.065
1677,0.065
1678,0.065
1679,0.065
1680,0.065
1681,0.065
1682,0.065
1683,0.065
1684,0.065
1685,0.065
1686,0.065
1687,0.065
1688,0.132
1689,0.132
1690,0.132
1691,0.132
1692,0.094
1693,0.094
1694,0.094
1695,0.094
1696,0.094
1697,0.094
1698,0.132
1699,0.132
1700,0.065
1701,0.065
1702,0.065
1703,0.065
1704,0.065
1705,0.065
1706,0.065
1707,0.065
1708,0.065
1709,0.065
1710,0.065
1711,0.065
1712,0.065
1713,0.065
1714,0.065
1715,0.065
1716,0.065
1717,0.065
1718,0.065
1719,0.065
1720,0.065
1721,0.065
1722,0.065
1723,0.065
1724,0.065
1725,0.065
1726,0.065
1727,0.065
1728,0.065
1729,0.065
1730,0.065
1731,0.065
1732,0.065
1733,0.065
1734,0.065
1735,0.065
1736,0.065
1737,0.065
1738,0.065
1739,0.065
1740,0.065
1741,0.065
1742,0.065
1743,0.065
1744,0.065
1745,0.065
1746,0.065
1747,0.065
1748,0.065
1749,0.065
1750,0.065
1751,0.065
1752,0.065
1753,0.065
1754,0.065
1755,0.065
1756,0.065
1757,0.065
1758,0.065
1759,0.065
1760,0.132
1761,0.132
1762,0.132
1763,0.132
1764,0.094
1765,0.094
1766,0.094
1767,0.094
1768,0.094
1769,0.094
1770,0.132
1771,0.132
1772,0.065
1773,0.065
1774,0.065
1775,0.065
1776,0.065
1777,0.065
1778,0.065
1779,0.065
1780,0.065
1781,0.065
1782,0.065
1783,0.065
1784,0.132
1785,0.132
1786,0.132
1787,0.132
1788,0.094
1789,0.094
1790,0.094
1791,0.094
1792,0.094
1793,0.094
1794,0.132
1795,0.132
1796,0.065
1797,0.065
1798,0.065
1799,0.065
1800,0.065
1801,0.065
1802,0.065
1803,0.065
1804,0.065
1805,0.065
1806,0.065
1807,0.065
1808,0.132
1809,0.132
1810,0.132
1811,0.132
1812,0.094
1813,0.094
1814,0.094
1815,0.094
1816,0.094
1817,0.094
1818,0.132
1819,0.132
1820,0.065
1821,0.065
1822,0.065
1823,0.065
1824,0.065
1825,0.065
1826,0.065
1827,0.065
1828,0.065
1829,0.065
1830,0.065
1831,0.065
1832,0.132
1833,0.132
1834,0.132
1835,0.132
1836,0.094
1837,0.094
1838,0.094
1839,0.094
1840,0.094
1841,0.094
1842,0.132
1843,0.132
1844,0.065
1845,0.065
1846,0.065
1847,0.065
1848,0.065
1849,0.065
1850,0.065
1851,0.065
1852,0.065
1853,0.065
1854,0.065
1855,0.065
1856,0.132
1857,0.132
1858,0.132
1859,0.132
1860,0.094
1861,0.094
1862,0.094
1863,0.094
1864,0.094
1865,0.094
1866,0.132
1867,0.132
1868,0.065
1869,0.065
1870,0.065
1871,0.065
1872,0.065
1873,0.065
1874,0.065
1875,0.065
1876,0.065
1877,0.065
1878,0.065
1879,0.065
1880,0.065
1881,0.065
1882,0.065
1883,0.065
1884,0.065
1885,0.065
1886,0.065
1887,0.065
1888,0.065
1889,0.065
1890,0.065
1891,0.065
1892,0.065
1893,0.065
1894,0.065
1895,0.065
1896,0.065
1897,0.065
1898,0.065
1899,0.065
1900,0.065
1901,0.065
1902,0.065
1903,0.065
1904,0.065
1905,0.065
1906,0.065
1907,0.065
1908,0.065
1909,0.065
1910,0.065
1911,0.065
1912,0.065
1913,0.065
1914,0.065
1915,0.065
1916,0.065
1917,0.065
1918,0.065
1919,0.065
1920,0.065
1921,0.065
1922,0.065
1923,0.065
1924,0.065
1925,0.065
1926,0.065
1927,0.065
1928,0.132
1929,0.132
1930,0.132
1931,0.132
1932,0.094
1933,0.094
1934,0.094
1935,0.094
1936,0.094
1937,0.094
1938,0.132
1939,0.132
1940,0.065
1941,0.065
1942,0.065
1943,0.065
1944,0.065
1945,0.065
1946,0.065
1947,0.065
1948,0.065
1949,0.065
1950,0.065
1951,0.065
1952,0.132
1953,0.132
1954,0.132
1955,0.132
1956,0.094
1957,0.094
1958,0.094
1959,0.094
1960,0.094
1961,0.094
1962,0.132
1963,0.132
1964,0.065
1965,0.065
1966,0.065
1967,0.065
1968,0.065
1969,0.065
1970,0.065
1971,0.065
1972,0.065
1973,0.065
1974,0.065
1975,0.065
1976,0.132
1977,0.132
1978,0.132
1979,0.132
1980,0.094
1981,0.094
1982,0.094
1983,0.094
1984,0.094
1985,0.094
1986,0.132
1987,0.132
1988,0.065
1989,0.065
1990,0.065
1991,0.065
1992,0.065
1993,0.065
1994,0.065
1995,0.065
1996,0.065
1997,0.065
1998,0.065
1999,0.065
2000,0.132
2001,0.132
2002,0.132
2003,0.132
2004,0.094
2005,0.094
2006,0.094
2007,0.094
2008,0.094
2009,0.094
2010,0.132
2011,0.132
2012,0.065
2013,0.065
2014,0.065
2015,0.065
2016,0.065
2017,0.065
2018,0.065
2019,0.065
2020,0.065
2021,0.065
2022,0.065
2023,0.065
2024,0.132
2025,0.132
2026,0.132
2027,0.132
2028,0.094
2029,0.094
2030,0.094
2031,0.094
2032,0.094
2033,0.094
2034,0.132
2035,0.132
2036,0.065
2037,0.065
2038,0.065
2039,0.065
2040,0.065
2041,0.065
2042,0.065
2043,0.065
2044,0.065
2045,0.065
2046,0.065
2047,0.065
2048,0.065
2049,0.065
2050,0.065
2051,0.065
2052,0.065
2053,0.065
2054,0.065
2055,0.065
2056,0.065
2057,0.065
2058,0.065
2059,0.065
2060,0.065
2061,0.065
2062,0.065
2063,0.065
2064,0.065
2065,0.065
2066,0.065
2067,0.065
2068,0.065
2069,0.065
2070,0.065
2071,0.065
2072,0.065
2073,0.065
2074,0.065
2075,0.065
2076,0.065
2077,0.065
2078,0.065
2079,0.065
2080,0.065
2081,0.065
2082,0.065
2083,0.065
2084,0.065
2085,0.065
2086,0.065
2087,0.065
2088,0.065
2089,0.065
2090,0.065
2091,0.065
2092,0.065
2093,0.065
2094,0.065
2095,0.065
2096,0.132
2097,0.132
2098,0.132
2099,0.132
2100,0.094
2101,0.094
2102,0.094
2103,0.094
2104,0.094
2105,0.094
2106,0.132
2107,0.132
2108,0.065
2109,0.065
2110,0.065
2111,0.065
2112,0.065
2113,0.065
2114,0.065
2115,0.065
2116,0.065
2117,0.065
2118,0.065
2119,0.065
2120,0.132
2121,0.132
2122,0.132
2123,0.132
2124,0.094
2125,0.094
2126,0.094
2127,0.094
2128,0.094
2129,0.094
2130,0.132
2131,0.132
2132,0.065
2133,0.065
2134,0.065
2135,0.065
2136,0.065
2137,0.065
2138,0.065
2139,0.065
2140,0.065
2141,0.065
